Data_Point,GPS_Point,Tim,Dat,Chan_width,Chan_depth,Hydo_area,Humidity,Air_T_2m,Water_Temp,Avg_Veloc,Discharge,D_50,D_50_Mobil,d18O,dD,Slope,Aspect_D_1,Elevation,Watershed,Typ,DP_Match,Observed,Round,WhyNoDPR2,FieldNotes,AirTDevice,WatTDevice,Spring,SpringcavD,SpringcavW,SpringcavA,FS_NoseeR1,Connected,Fssubsurf,elderfox_f,Latitude,Longitude,x_utm,y_utm,RivL2_Hum,RivL2_AirT,MeasORivHu,MeasORivAT,NewFlowAcc,Slope_1m,flowacc_co,slp_deg_co
423,1014,11:25,8/23/2014 0:00:00,173,12.699999999999999,0.219710000000000,61.500000000000000,22.100000000000001,14.800000000000001,19.359999999999999,0.042535856000000, ,N/A,0.000000000000000,0.000000000000000,5.375989900000000,20.606199300000000,546.952026400000020,Elder,In channel,712,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,8673160.0000000,39.718560455599999,-123.604180733000010,448216.032200000020000,4396695.416400000500000,39.109999999999999,26.570000000000000,1.572487855000000,0.831765149000000,0.0000000,0.000000000000000,8669872,2.2195830
424,1015,11:30,8/23/2014 0:00:00,37,1.200000000000000,0.004440000000000,58.399999999999999,22.100000000000001,13.699999999999999,0.000000000000000,0.000000000000000, ,5,0.000000000000000,0.000000000000000,13.088500000000000,262.321014400000020,547.698974600000040,Elder,Flow source,713,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes,35,20,0.070000000000000,0,1,0,2283.0000000,39.718625259200003,-123.604122398000000,448221.080499999980000,4396702.575000000200000,37.759999999999998,26.730000000000000,1.546610169000000,0.826786382000000,0.0000000,0.000000000000000,2222,27.2288780
425,1016,12:09,8/23/2014 0:00:00,138,11.400000000000000,0.157320000000000,45.799999999999997,25.699999999999999,14.600000000000000,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,10.668499900000000,273.730987500000030,582.304016100000010,Elder,In channel,715,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,4947400.0000000,39.715198876999999,-123.603266762999990,448291.858300000020000,4396321.801000000000000,36.369999999999997,26.989999999999998,1.259279626000000,0.952204520000000,0.0000000,0.000000000000000,4938715,4.5540609
426,1017,12:28,8/23/2014 0:00:00,230,10.000000000000000,0.230000000000000,49.399999999999999,24.800000000000001,13.699999999999999,16.640000000000001,0.038272000000000, ,N/A,-8.039999999999999,-50.799999999999997,8.125789599999999,346.735992399999990,592.366027799999980,Elder,In channel,716,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,4819020.0000000,39.713764941599997,-123.603146561000000,448301.090800000010000,4396162.585099999800000,33.630000000000003,26.930000000000000,1.468926554000000,0.920906053000000,0.0000000,0.000000000000000,4840716,11.6541271
427,1018,12:54,8/23/2014 0:00:00,122,1.600000000000000,0.019520000000000,45.700000000000003,26.100000000000001,11.900000000000000,0.000000000000000,0.000000000000000, ,11,0.000000000000000,0.000000000000000,21.770299900000001,67.098098800000002,608.971008299999990,Elder,Flow source,717,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,1,0,14.0000000,39.712570635900001,-123.603053825000000,448308.148300000000000,4396029.980600000400000,34.439999999999998,27.059999999999999,1.326945412000000,0.964523282000000,0.0000000,0.000000000000000,953,11.7354994
428,1019,13:09,8/23/2014 0:00:00,135,1.600000000000000,0.021600000000000,40.600000000000001,26.399999999999999,11.500000000000000,0.000000000000000,0.000000000000000, ,18,0.000000000000000,0.000000000000000,36.441398599999999,80.623100300000004,613.658019999999960,Elder,Flow source,0,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,1,1,0,132.0000000,39.712099234199997,-123.603062706000000,448307.035199999980000,4395977.666799999800000,32.960000000000001,27.059999999999999,1.231796117000000,0.975609756000000,0.0000000,0.000000000000000,175,25.3226490
429,1020,13:32,8/23/2014 0:00:00,8,0.500000000000000,0.000400000000000,39.200000000000003,26.699999999999999,11.500000000000000,0.000000000000000,0.000000000000000, ,3,-8.150000000000000,-50.700000000000003,17.925399800000001,272.498992900000020,623.405029300000020,Elder,Flow source,718,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,1286.0000000,39.711396820700003,-123.602823001999990,448327.058100000020000,4395899.570700000000000,31.370000000000001,27.129999999999999,1.249601530000000,0.984150387000000,0.0000000,0.000000000000000,103,15.4759521
430,1021,13:53,8/23/2014 0:00:00,12,0.300000000000000,0.000360000000000,39.299999999999997,27.199999999999999,12.100000000000000,0.000000000000000,0.000000000000000, ,2,0.000000000000000,0.000000000000000,46.049800900000001,144.509002700000000,659.866027799999980,Elder,Flow source,734,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes,120,90,1.080000000000000,0,0,0,33.0000000,39.711378950499999,-123.603869980000000,448237.299000000000000,4395898.191200000200000,32.250000000000000,26.890000000000001,1.218604651000000,1.011528449000000,0.0000000,0.000000000000000,62,44.3829613
431,1022,14:15,8/23/2014 0:00:00,32,0.300000000000000,0.000960000000000,38.500000000000000,27.399999999999999,12.000000000000000,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,36.299900100000002,81.191299400000005,720.560974099999950,Elder,Flow source,733,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,11790.0000000,39.710924478599999,-123.605405390000000,448105.344800000020000,4395848.638700000000000,31.230000000000000,26.820000000000000,1.232788985000000,1.021625652000000,0.0000000,0.000000000000000,12591,29.1075039
432,1023,14:49,8/23/2014 0:00:00,57,1.800000000000000,0.010260000000000,38.799999999999997,25.300000000000001,10.500000000000000,0.000000000000000,0.000000000000000, ,6,0.000000000000000,0.000000000000000,16.596900900000001,344.002014200000020,760.629028299999960,Elder,Flow source,735,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,55095.0000000,39.708569687900003,-123.606333195999990,448024.046700000010000,4395587.827700000300000,30.079999999999998,26.930000000000000,1.289893617000000,0.939472707000000,0.0000000,0.000000000000000,45168,22.0975533
433,1024,15:09,8/23/2014 0:00:00,40,1.000000000000000,0.004000000000000,37.700000000000003,25.399999999999999,13.100000000000000,0.000000000000000,0.000000000000000, ,1,0.000000000000000,0.000000000000000,10.361200300000000,35.432300599999998,785.960998499999960,Elder,Flow source,736,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,5581.0000000,39.707000016499997,-123.606094674999990,448043.315899999990000,4395413.478299999600000,29.980000000000000,26.859999999999999,1.257505003000000,0.945644080000000,0.0000000,0.000000000000000,0,7.5986581
434,1025,15:25,8/23/2014 0:00:00,20,0.200000000000000,0.000400000000000,33.899999999999999,27.100000000000001,11.100000000000000,0.000000000000000,0.000000000000000, ,3,0.000000000000000,0.000000000000000,31.034599300000000,311.459014900000000,772.104980500000010,Elder,Flow source,0,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes,60,40,0.240000000000000,1,0,0,2683.0000000,39.706621772299997,-123.604869689000000,448148.043799999980000,4395370.789599999800000,30.289999999999999,26.859999999999999,1.119181248000000,1.008935220000000,0.0000000,0.000000000000000,2908,27.3615780
435,1026,15:35,8/23/2014 0:00:00,8,1.000000000000000,0.000800000000000,33.799999999999997,26.899999999999999,10.600000000000000,0.000000000000000,0.000000000000000, ,2,0.000000000000000,0.000000000000000,35.021900199999997,316.298004199999980,774.328002900000000,Elder,Flow source,737,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes,50,75,0.375000000000000,0,0,0,137.0000000,39.706484387300002,-123.605037037000000,448133.595099999980000,4395355.638600000200000,29.780000000000001,26.350000000000001,1.134989926000000,1.020872865000000,0.0000000,0.000000000000000,137,37.0119362
436,1027,16:59,8/23/2014 0:00:00,37,10.000000000000000,0.037000000000000,36.399999999999999,24.100000000000001,14.600000000000000,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,9.417149500000001,341.464996300000000,709.877014199999960,Elder,In channel,720,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,3855510.0000000,39.707590430600000,-123.600189994000000,448549.929100000010000,4395475.601599999700000,32.579999999999998,25.640000000000001,1.117249847000000,0.939937598000000,0.0000000,0.000000000000000,3849195,8.0013380
437,1028,17:18,8/23/2014 0:00:00,18,0.600000000000000,0.001080000000000,33.299999999999997,24.699999999999999,14.100000000000000,0.000000000000000,0.000000000000000, ,3,0.000000000000000,0.000000000000000,24.737100600000002,255.072998000000010,784.034973100000000,Elder,Flow source,721,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,31857.0000000,39.708384342099997,-123.598648823999990,448682.631799999970000,4395562.831399999600000,33.329999999999998,25.570000000000000,0.999099910000000,0.965975753000000,0.0000000,0.000000000000000,34558,30.0581341
438,1029,17:29,8/23/2014 0:00:00,33,0.300000000000000,0.000990000000000,33.399999999999999,25.699999999999999,14.600000000000000,0.000000000000000,0.000000000000000, ,6,0.000000000000000,0.000000000000000,32.028499600000004,246.755004899999990,785.468994100000030,Elder,Flow source,722,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,11804.0000000,39.707977876999998,-123.598502055000000,448694.912200000020000,4395517.635599999700000,32.109999999999999,25.710000000000001,1.040174400000000,0.999611046000000,0.0000000,0.000000000000000,5894,35.9354248
439,1030,17:48,8/23/2014 0:00:00,41,1.600000000000000,0.006560000000000,41.299999999999997,23.800000000000001,12.300000000000001,0.000000000000000,0.000000000000000, ,2,0.000000000000000,0.000000000000000,17.642499900000001,18.551500300000001,736.864990199999970,Elder,Flow source,723,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,88038.0000000,39.705853533899997,-123.598811462000000,448666.814599999980000,4395282.040900000400000,31.770000000000000,25.570000000000000,1.299968524000000,0.930778256000000,0.0000000,0.000000000000000,458,9.6555471
440,1031,17:59,8/23/2014 0:00:00,45,5.300000000000000,0.023850000000000,44.200000000000003,21.800000000000001,16.199999999999999,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,4.800980100000000,321.636993399999990,743.513977100000030,Elder,In channel,724,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,3524690.0000000,39.705368495999998,-123.597850452000000,448748.838999999980000,4395227.659000000000000,36.909999999999997,24.800000000000001,1.197507451000000,0.879032258000000,0.0000000,0.000000000000000,3525344,9.0432520
441,1032,18:05,8/23/2014 0:00:00,37,1.200000000000000,0.004440000000000,45.500000000000000,21.699999999999999,14.699999999999999,0.000000000000000,0.000000000000000, ,4,0.000000000000000,0.000000000000000,28.394800199999999,75.232002300000005,744.500976599999940,Elder,Flow source,725,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,11.0000000,39.705321624400000,-123.597885056000000,448745.837799999980000,4395222.476700000500000,38.399999999999999,24.489999999999998,1.184895833000000,0.886075949000000,0.0000000,0.000000000000000,1895,14.5876169
442,1033,18:10,8/23/2014 0:00:00,16,1.000000000000000,0.001600000000000,44.899999999999999,22.199999999999999,12.000000000000000,0.000000000000000,0.000000000000000, ,6,0.000000000000000,0.000000000000000,16.431800800000001,73.163200399999994,748.205993700000020,Elder,Flow source,890,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,30810.0000000,39.704485356799999,-123.597477793000000,448780.132700000020000,4395129.430300000100000,39.990000000000002,24.090000000000000,1.122780695000000,0.921544209000000,0.0000000,0.000000000000000,29798,29.3265018
443,1034,18:19,8/23/2014 0:00:00,32,1.400000000000000,0.004480000000000,45.500000000000000,22.100000000000001,13.400000000000000,0.000000000000000,0.000000000000000, ,9,0.000000000000000,0.000000000000000,40.299499500000003,356.346984900000000,752.114013699999990,Elder,Flow source,740,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes,15,50,0.075000000000000,0,0,0,268.0000000,39.704062891800000,-123.596879630000000,448831.099600000020000,4395082.201299999800000,41.270000000000003,23.550000000000001,1.102495760000000,0.938428875000000,0.0000000,0.000000000000000,221,42.1175270
444,1035,18:31,8/23/2014 0:00:00,53,0.200000000000000,0.001060000000000,45.399999999999999,22.399999999999999,14.699999999999999,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,32.918201400000001,221.496994000000000,796.481994600000010,Elder,Flow source,0,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,1,0,0,84027.0000000,39.704053123100003,-123.594654391000010,449021.857499999980000,4395079.849899999800000,41.439999999999998,23.109999999999999,1.095559846000000,0.969277369000000,0.0000000,0.000000000000000,90614,28.7826977
445,1036,18:42,8/23/2014 0:00:00,173,13.000000000000000,0.224900000000000,44.700000000000003,21.899999999999999,15.600000000000000,4.240000000000000,0.009535760000000, ,N/A,0.000000000000000,0.000000000000000,20.682100299999998,282.860992399999990,770.776000999999950,Elder,In channel,726,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,3021980.0000000,39.703093284099999,-123.595536456999990,448945.532400000030000,4394973.823300000300000,43.030000000000001,22.969999999999999,1.038810132000000,0.953417501000000,0.0000000,0.000000000000000,0,6.4638391
446,1037,11:43,8/24/2014 0:00:00,17,0.500000000000000,0.000850000000000,33.700000000000003,23.100000000000001,11.400000000000000,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,19.393800700000000,322.506012000000000,1112.319999999999900,Elder,Flow source,750,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,117589.0000000,39.690492407000001,-123.582436044000000,450059.538200000010000,4393567.933699999900000,52.070000000000000,23.359999999999999,0.647205685000000,0.988869863000000,0.0000000,0.000000000000000,117766,18.3539524
447,1038,11:56,8/24/2014 0:00:00,30,1.800000000000000,0.005400000000000,33.500000000000000,21.800000000000001,13.699999999999999,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,27.601400399999999,275.230010999999990,1097.809999999999900,Elder,In channel,749,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,124571.0000000,39.690595690999999,-123.582811165000000,450027.447999999970000,4393579.605600000400000,51.049999999999997,23.670000000000002,0.656219393000000,0.920997043000000,0.0000000,0.000000000000000,120090,27.7638683
448,1039,13:01,8/24/2014 0:00:00,64,1.200000000000000,0.007680000000000,32.299999999999997,24.300000000000001,12.100000000000000,0.000000000000000,0.000000000000000, ,11,0.000000000000000,0.000000000000000,26.867700599999999,34.081600199999997,996.890991200000030,Elder,Flow source,0,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes,65,50,0.325000000000000,1,0,0,34.0000000,39.693732851999997,-123.586065516000010,449750.679799999980000,4393929.602500000000000,46.649999999999999,24.739999999999998,0.692390139000000,0.982215036000000,0.0000000,0.000000000000000,132,25.7876835
449,1040,13:15,8/24/2014 0:00:00,20,0.200000000000000,0.000400000000000,37.000000000000000,23.300000000000001,13.100000000000000,0.000000000000000,0.000000000000000, ,3,0.000000000000000,0.000000000000000,32.101001699999998,310.153991700000010,970.380981400000000,Elder,Flow source,747,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,1943.0000000,39.693907152500003,-123.587850102999990,449597.794899999980000,4393949.948499999900000,50.170000000000002,23.590000000000000,0.737492525000000,0.987706655000000,0.0000000,0.000000000000000,1817,9.8263826
450,1041,13:37,8/24/2014 0:00:00,50,4.400000000000000,0.022000000000000,36.299999999999997,23.800000000000001,14.199999999999999,0.000000000000000,0.000000000000000, ,N/A,0.000000000000000,0.000000000000000,8.044560400000000,276.122985799999980,914.643005399999990,Elder,In channel,0,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055, , ,0,0.000000000000000,0,0,0,660146.0000000,39.693330776600000,-123.591063515000000,449321.853999999990000,4393887.789599999800000,52.130000000000003,22.680000000000000,0.696336083000000,1.049382716000000,0.0000000,0.000000000000000,615960,3.3018107
451,1042,13:55,8/24/2014 0:00:00,20,0.100000000000000,0.000200000000000,33.700000000000003,25.699999999999999,15.000000000000000,0.000000000000000,0.000000000000000, ,2,-8.300000000000001,-51.100000000000001,24.969400400000001,350.691009500000010,936.604980500000010,Elder,Flow source,746,yes,2, ,stagnant pool above,Amprobe #2,CaterTemp Plus 221-055, ,20,30,0.060000000000000,0,0,0,781.0000000,39.692515986499998,-123.590973985999990,449328.934599999980000,4393797.309200000000000,50.780000000000001,23.020000000000000,0.663647105000000,1.116420504000000,0.0000000,0.000000000000000,114074,21.2958527
452,1043,14:15,8/24/2014 0:00:00,40,0.600000000000000,0.002400000000000,39.000000000000000,25.100000000000001,11.900000000000000,0.000000000000000,0.000000000000000, ,6,0.000000000000000,0.000000000000000,25.201999699999998,345.239013699999990,899.736999500000020,Elder,Flow source,744,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,581.0000000,39.693597207200000,-123.592128124000000,449230.768400000000000,4393917.961500000200000,49.899999999999999,22.879999999999999,0.781563126000000,1.097027972000000,0.0000000,0.000000000000000,201,8.0164328
453,1044,14:28,8/24/2014 0:00:00,35,0.500000000000000,0.001750000000000,39.700000000000003,24.399999999999999,10.699999999999999,0.000000000000000,0.000000000000000, ,5,0.000000000000000,0.000000000000000,24.470800400000002,47.428798700000002,889.398986799999990,Elder,Flow source,0,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,1,0,0,15.0000000,39.694316535399999,-123.592632777000010,449188.026399999970000,4393998.082200000100000,49.490000000000002,22.469999999999999,0.802182259000000,1.085892301000000,0.0000000,0.000000000000000,13,26.1644936
454,1045,14:37,8/24/2014 0:00:00,99,0.400000000000000,0.003960000000000,44.700000000000003,24.199999999999999,11.400000000000000,0.000000000000000,0.000000000000000, ,12,0.000000000000000,0.000000000000000,27.042699800000001,275.769012499999970,881.859008799999970,Elder,Flow source,0,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,1,0,0,25.0000000,39.694657096199997,-123.592798705000010,449174.049500000020000,4394035.973500000300000,48.719999999999999,22.340000000000000,0.917487685000000,1.083258729000000,0.0000000,0.000000000000000,22,41.0686455
455,1046,14:44,8/24/2014 0:00:00,40,1.600000000000000,0.006400000000000,44.100000000000001,24.500000000000000,12.800000000000001,0.000000000000000,0.000000000000000, ,4,-8.250000000000000,-50.799999999999997,26.570299100000000,210.322006200000000,872.931030299999970,Elder,Flow source,743,yes,2, , ,Amprobe #2,CaterTemp Plus 221-055,yes, ,0,0.000000000000000,0,0,0,154.0000000,39.695063177800002,-123.593631773000000,449102.920900000030000,4394081.514999999700000,47.869999999999997,22.469999999999999,0.921245039000000,1.090342679000000,0.0000000,0.000000000000000,181,12.9529705
