Data_Point,GPS_Point,Tim,Dat,Chan_width,Chan_depth,Hydo_area,Humidity,Air_T_2m,Water_Temp,Avg_Veloc,Discharge,D_50,D_50_Mobil,d18O,dD,Slope,Aspect_D_1,Elevation,Watershed,Typ,DP_Match,Observed,Round,R2_Retract,WhyNoDPR2,FieldNotes,AirTDevice,WatTDevice,Spring,Connected,Fssubsurf,Hollow_Fra,elderfox_f,Latitude,Longitude,x_utm,y_utm,RivL2_AirT,RivL2_Hum,MeasORivAT,MeasORivHu,FSClass_si,NewFlowAcc,Slope_1m,flowacc_co,slp_deg_co
11,596,10:14,5/24/2014 0:00:00,162.000000000000000,13.300000000000001,0.215460000000000,71.000000000000000,17.300000000000001,12.699999999999999,24.879999999999999,0.053606448000000,70, ,-8.050000000000001,-50.600000000000001,26.932294800000001,15.955698000000000,500.716339100000030,Fox,In channel,911,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1970040.0000000,39.744277523100003,-123.619059858000000,446960.455000000020000,4399558.357200000400000,21.640000000000001,50.719999999999999,0.799445471000000,1.399842271000000,11,0.000000000000000,0.000000000000000,1933059,3.8968697
12,597,10:43,5/24/2014 0:00:00,117.000000000000000,0.500000000000000,0.005850000000000,62.799999999999997,18.800000000000001,12.000000000000000,0.000000000000000,0.000000000000000,11, ,0.000000000000000,0.000000000000000,36.675785099999999,277.687194799999990,575.135986300000010,Fox,Flow source,912,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,0.0000000,39.745366052400001,-123.617008178000010,447137.071000000000000,4399677.956899999600000,22.789999999999999,44.399999999999999,0.824923212000000,1.414414414000000,2,0.000000000000000,0.000000000000000,233,38.9161682
13,598,11:01,5/24/2014 0:00:00,30.000000000000000,0.300000000000000,0.000900000000000,59.000000000000000,19.399999999999999,12.400000000000000,0.000000000000000,0.000000000000000,bedrock, ,-7.870000000000000,-49.500000000000000,25.731210699999998,253.674102799999990,627.891723599999980,Fox,Flow source,913,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,219.0000000,39.746668165999999,-123.616230884000000,447204.661000000020000,4399822.015700000300000,23.090000000000000,41.990000000000002,0.840190559000000,1.405096452000000,0,0.000000000000000,0.000000000000000,65181,26.6798553
14,599,11:51,5/24/2014 0:00:00,298.000000000000000,9.199999999999999,0.274160000000000,51.799999999999997,21.199999999999999,12.900000000000000,22.239999999999998,0.060973184000000,60, ,0.000000000000000,0.000000000000000,14.077288599999999,253.227508500000000,565.086975100000020,Fox,In channel,918,yes,1, , ,water striders,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1318080.0000000,39.744112035900002,-123.614980907000000,447309.805999999980000,4399537.583999999800000,23.390000000000001,43.170000000000002,0.906370244000000,1.199907343000000,11,0.000000000000000,0.000000000000000,1321065,9.8700409
15,600,12:22,5/24/2014 0:00:00,54.000000000000000,0.400000000000000,0.002160000000000,44.100000000000001,24.800000000000001,12.500000000000000,0.000000000000000,0.000000000000000,3, ,-8.220000000000001,-50.899999999999999,29.124351500000000,173.654144300000010,664.824035600000000,Fox,Flow source,920,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,8,186.0000000,39.745823433600002,-123.612404857000000,447531.815899999990000,4399726.014499999600000,23.960000000000001,36.380000000000003,1.035058431000000,1.212204508000000,2,0.000000000000000,0.000000000000000,125,25.3476200
16,601,12:38,5/24/2014 0:00:00,47.000000000000000,1.100000000000000,0.005170000000000,46.100000000000001,22.800000000000001,12.500000000000000,0.000000000000000,0.000000000000000,4, ,-8.240000000000000,-51.899999999999999,33.678180699999999,152.915588399999990,705.209960900000060,Fox,Flow source,921,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,1854.0000000,39.746451807699998,-123.612247460000010,447545.777599999970000,4399795.663400000000000,24.230000000000000,33.810000000000002,0.940982253000000,1.363501923000000,2,0.000000000000000,0.000000000000000,1422,41.0776939
17,602,12:51,5/24/2014 0:00:00,162.000000000000000,0.600000000000000,0.009720000000000,44.600000000000001,23.399999999999999,11.600000000000000,0.000000000000000,0.000000000000000,15, ,0.000000000000000,0.000000000000000,30.205114399999999,167.465850800000000,639.540710399999970,Fox,Flow source,922,yes,1, , ,water striders,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,287.0000000,39.745295876999997,-123.611757682999990,447586.863599999980000,4399667.084099999600000,24.199999999999999,32.289999999999999,0.966942149000000,1.381232580000000,2,0.000000000000000,0.000000000000000,2147,26.5218945
18,603,13:10,5/24/2014 0:00:00,160.000000000000000,3.500000000000000,0.056000000000000,44.899999999999999,23.500000000000000,13.300000000000001,0.000000000000000,0.000000000000000,23, ,-8.220000000000001,-49.200000000000003,10.001913099999999,248.347747800000010,672.742492699999960,Fox,In channel,926,yes,1, , ,water striders,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,267643.0000000,39.745706184299998,-123.609941959000000,447742.739200000010000,4399711.562199999600000,24.640000000000001,30.460000000000001,0.953733766000000,1.474064347000000,11,0.000000000000000,0.000000000000000,268457,11.9444876
19,604,13:31,5/24/2014 0:00:00,55.000000000000000,0.200000000000000,0.001100000000000,39.500000000000000,24.899999999999999,12.300000000000001,0.000000000000000,0.000000000000000,6, ,0.000000000000000,0.000000000000000,22.221403100000000,196.699340799999990,703.018066399999950,Fox,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,516.0000000,39.746164542800003,-123.608685815000000,447850.706599999980000,4399761.701999999600000,24.809999999999999,26.710000000000001,1.003627570000000,1.478846874000000,2,0.000000000000000,0.000000000000000,271,17.4760799
20,605,13:38,5/24/2014 0:00:00,70.000000000000000,0.600000000000000,0.004200000000000,37.600000000000001,26.100000000000001,11.600000000000000,0.000000000000000,0.000000000000000,12, ,0.000000000000000,0.000000000000000,25.946003000000001,190.220031699999990,713.738769499999990,Fox,Flow source,925,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,1115.0000000,39.746389310399998,-123.608393705000000,447875.902799999980000,4399786.478199999800000,24.739999999999998,23.940000000000001,1.054971706000000,1.570593150000000,2,0.000000000000000,0.000000000000000,1221,18.8509693
21,606,14:02,5/24/2014 0:00:00,17.000000000000000,0.700000000000000,0.001190000000000,36.500000000000000,23.199999999999999,12.500000000000000,0.000000000000000,0.000000000000000,9, ,-8.119999999999999,-50.899999999999999,5.383703200000000,231.324905400000010,755.991821299999970,Fox,Flow source,924,yes,1,yes, ,(small) water striders,Amprobe #2,CaterTemp Plus 221-055, ,0,0,6,34987.0000000,39.747220900700000,-123.604596773000000,448201.829700000000000,4399876.571700000200000,25.280000000000001,23.940000000000001,0.917721519000000,1.524644946000000,6,0.000000000000000,0.000000000000000,64120,7.0419159
22,607,14:44,5/24/2014 0:00:00,19.000000000000000,1.600000000000000,0.003040000000000,30.300000000000001,23.600000000000001,10.000000000000000,0.000000000000000,0.000000000000000,130, ,0.000000000000000,0.000000000000000,24.014442400000000,346.060943599999970,732.378112800000050,Fox,In channel,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,139040.0000000,39.743916179000003,-123.608272416999990,447884.430999999980000,4399511.923499999600000,25.510000000000002,21.629999999999999,0.925127401000000,1.400832178000000,11,0.000000000000000,0.000000000000000,138897,5.2756171
23,608,14:58,5/24/2014 0:00:00,27.000000000000000,1.300000000000000,0.003510000000000,29.100000000000001,24.100000000000001,10.199999999999999,0.000000000000000,0.000000000000000,7, ,0.000000000000000,0.000000000000000,20.228141800000000,243.927154500000000,719.028869600000010,Fox,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,6103.0000000,39.744288438200002,-123.608547751000000,447861.121300000000000,4399553.399400000500000,25.579999999999998,21.129999999999999,0.942142299000000,1.377188831000000,7,0.000000000000000,0.000000000000000,0,27.9366245
24,609,15:29,5/24/2014 0:00:00,77.000000000000000,1.700000000000000,0.013090000000000,26.899999999999999,25.399999999999999,10.100000000000000,0.000000000000000,0.000000000000000,140, ,0.000000000000000,0.000000000000000,16.707037000000000,334.237609900000000,647.698852500000040,Fox,Flow source,927,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,4345.0000000,39.742758881599997,-123.611875772999990,447574.823399999990000,4399385.581000000200000,25.469999999999999,18.730000000000000,0.997251669000000,1.436198612000000,0,0.000000000000000,0.000000000000000,7,12.2449579
25,610,15:45,5/24/2014 0:00:00,93.000000000000000,0.600000000000000,0.005580000000000,28.600000000000001,24.600000000000001,10.900000000000000,0.000000000000000,0.000000000000000,6, ,0.000000000000000,0.000000000000000,15.804051400000001,284.978912400000010,620.950378399999980,Fox,Flow source,928,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,1,1693.0000000,39.743176578099998,-123.613092898999990,447470.857200000030000,4399432.652400000000000,25.469999999999999,19.000000000000000,0.965842167000000,1.505263158000000,0,0.000000000000000,0.000000000000000,1154,6.7795696
26,611,16:03,5/24/2014 0:00:00,50.000000000000000,3.000000000000000,0.015000000000000,30.699999999999999,24.300000000000001,10.699999999999999,0.000000000000000,0.000000000000000,45, ,0.000000000000000,0.000000000000000,24.429771400000000,343.312286400000000,624.237487800000050,Fox,In channel,0,yes,1, ,took data in different In channel location, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,134791.0000000,39.742605322199999,-123.613601174000000,447426.874300000020000,4399369.548800000000000,25.300000000000001,19.129999999999999,0.960474308000000,1.604809200000000,11,0.000000000000000,0.000000000000000,134905,32.9253578
27,612,16:25,5/24/2014 0:00:00,9.000000000000000,0.600000000000000,0.000540000000000,24.000000000000000,23.199999999999999,10.900000000000000,0.000000000000000,0.000000000000000,80, ,0.000000000000000,0.000000000000000,22.101806600000000,346.560150099999990,655.654846199999950,Fox,Flow source,930,yes,1,yes, , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,6,119883.0000000,39.741731554200001,-123.613967208999990,447394.847899999990000,4399272.787200000100000,25.000000000000000,21.800000000000001,0.928000000000000,1.100917431000000,6,0.000000000000000,0.000000000000000,119936,21.2526302
28,613,17:07,5/24/2014 0:00:00,30.000000000000000,0.300000000000000,0.000900000000000,25.000000000000000,21.600000000000001,11.300000000000001,0.000000000000000,0.000000000000000,5, ,0.000000000000000,0.000000000000000,32.536602000000002,236.290176400000010,853.625060999999960,Fox,Flow source,931,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,286.0000000,39.736024146500000,-123.614440880000000,447349.920199999990000,4398639.620799999700000,24.020000000000000,24.640000000000001,0.899250624000000,1.014610390000000,2,0.000000000000000,0.000000000000000,15,42.0533180
29,614,17:40,5/24/2014 0:00:00,175.000000000000000,0.300000000000000,0.005250000000000,32.200000000000003,21.500000000000000,12.000000000000000,0.000000000000000,0.000000000000000,20, ,0.000000000000000,0.000000000000000,25.863216399999999,77.206710799999996,674.249694800000040,Fox,Flow source,932,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,1,39241.0000000,39.738991322200000,-123.617376501000000,447100.640100000020000,4398970.665500000100000,22.840000000000000,24.510000000000002,0.941330998000000,1.313749490000000,0,0.000000000000000,0.000000000000000,40163,26.2179775
30,615,17:59,5/24/2014 0:00:00,65.000000000000000,0.700000000000000,0.004550000000000,30.800000000000001,21.699999999999999,12.100000000000000,0.000000000000000,0.000000000000000,90, ,0.000000000000000,0.000000000000000,18.198873500000001,50.834999099999997,646.651855500000010,Fox,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,3638.0000000,39.739784383100002,-123.617235056000000,447113.365999999980000,4399058.600999999800000,22.770000000000000,24.370000000000001,0.953008344000000,1.263848995000000,2,0.000000000000000,0.000000000000000,8279,12.9032421
31,616,18:24,5/24/2014 0:00:00,37.000000000000000,0.700000000000000,0.002590000000000,31.500000000000000,20.800000000000001,11.900000000000000,0.000000000000000,0.000000000000000,N/A, ,0.000000000000000,0.000000000000000,14.018736799999999,44.700428000000002,633.862976099999970,Fox,Flow source,914,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,1,29353.0000000,39.740269970900002,-123.617559042000000,447085.977000000010000,4399112.685899999900000,21.899999999999999,27.250000000000000,0.949771689000000,1.155963303000000,0,0.000000000000000,0.000000000000000,29482,19.2906475
32,617,18:36,5/24/2014 0:00:00,220.000000000000000,0.100000000000000,0.002200000000000,31.600000000000001,20.899999999999999,11.900000000000000,0.000000000000000,0.000000000000000,N/A, ,0.000000000000000,0.000000000000000,25.504413599999999,94.420066800000001,620.754272499999960,Fox,Flow source,933,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,8,940.0000000,39.740830165200002,-123.617471873000000,447093.874300000020000,4399174.808400000400000,21.390000000000001,31.370000000000001,0.977092099000000,1.007331846000000,2,0.000000000000000,0.000000000000000,293,16.0623837
33,618,19:03,5/24/2014 0:00:00,50.000000000000000,0.600000000000000,0.003000000000000,34.200000000000003,22.100000000000001,11.300000000000001,0.000000000000000,0.000000000000000,11, ,0.000000000000000,0.000000000000000,24.869565999999999,316.065887499999970,574.643737800000050,Fox,Flow source,917,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,127.0000000,39.743772543399999,-123.615369023000000,447276.294100000000000,4399500.133200000000000,20.309999999999999,30.629999999999999,1.088133924000000,1.116552400000000,2,0.000000000000000,0.000000000000000,205,26.5774403
34,619,19:20,5/24/2014 0:00:00,37.000000000000000,0.400000000000000,0.001480000000000,31.500000000000000,21.800000000000001,12.300000000000001,0.000000000000000,0.000000000000000,7, ,0.000000000000000,0.000000000000000,17.618656200000000,286.357086200000030,560.027587899999960,Fox,Flow source,915,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,1554.0000000,39.743862800700001,-123.615928557000000,447228.422800000000000,4399510.479899999700000,19.600000000000001,43.200000000000003,1.112244898000000,0.729166667000000,2,0.000000000000000,0.000000000000000,58,12.6021023
35,620,10:33,5/25/2014 0:00:00,86.000000000000000,13.300000000000001,0.114380000000000,51.000000000000000,17.399999999999999,11.900000000000000,5.340000000000000,0.006103317000000,80, ,0.000000000000000,0.000000000000000,11.737782500000000,269.843963600000000,514.890258799999970,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,749101.0000000,39.726287542599998,-123.620598345000000,446814.815000000000000,4397562.626799999700000,23.430000000000000,28.199999999999999,0.742637644000000,1.808510638000000,11,0.000000000000000,0.000000000000000,748152,9.7830334
36,621,11:06,5/25/2014 0:00:00,65.000000000000000,0.900000000000000,0.005850000000000,37.299999999999997,20.399999999999999,12.400000000000000,0.000000000000000,0.000000000000000,8, ,0.000000000000000,0.000000000000000,11.754682499999999,188.821121199999990,596.922729499999950,Elder,Flow source,936,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,2856.0000000,39.727768922499997,-123.617016957000000,447122.873299999980000,4397724.920800000400000,23.870000000000001,27.250000000000000,0.854629242000000,1.368807339000000,2,0.000000000000000,0.000000000000000,1554,16.0220337
37,622,11:21,5/25/2014 0:00:00,22.000000000000000,1.100000000000000,0.002420000000000,33.299999999999997,21.500000000000000,11.800000000000001,0.000000000000000,0.000000000000000,clay/bedrock, ,0.000000000000000,0.000000000000000,24.517675400000002,171.680099500000010,606.741088900000020,Elder,Flow source,937,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,24.0000000,39.728186164100002,-123.616755571000000,447145.592300000020000,4397771.074699999800000,24.210000000000001,27.390000000000001,0.888062784000000,1.215772180000000,2,0.000000000000000,0.000000000000000,151,22.8318844
38,623,11:37,5/25/2014 0:00:00,27.000000000000000,0.400000000000000,0.001080000000000,27.600000000000001,22.899999999999999,11.800000000000001,0.000000000000000,0.000000000000000,15, ,0.000000000000000,0.000000000000000,15.938878100000000,64.063705400000003,623.472961400000030,Elder,Flow source,938,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,344.0000000,39.728622898799998,-123.616957991000010,447128.578900000020000,4397819.665599999900000,24.469999999999999,24.579999999999998,0.935839804000000,1.122864117000000,2,0.000000000000000,0.000000000000000,172,15.7481680
39,624,11:58,5/25/2014 0:00:00,27.000000000000000,2.100000000000000,0.005670000000000,29.600000000000001,23.699999999999999,11.800000000000001,0.000000000000000,0.000000000000000,45, ,0.000000000000000,0.000000000000000,9.539232300000000,175.582931500000000,639.545776400000020,Elder,Flow source,939,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,173116.0000000,39.729216408500001,-123.615746966000000,447232.813299999980000,4397884.823400000100000,24.230000000000000,24.920000000000002,0.978126290000000,1.187800963000000,0,0.000000000000000,0.000000000000000,174010,11.6439152
40,625,12:11,5/25/2014 0:00:00,65.000000000000000,3.000000000000000,0.019500000000000,28.399999999999999,23.100000000000001,12.000000000000000,0.000000000000000,0.000000000000000,N/A, ,0.000000000000000,0.000000000000000,14.002079000000000,239.817626999999990,669.417175300000050,Elder,Flow source,940,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,34494.0000000,39.729017596200002,-123.614063124000000,447376.962100000000000,4397861.768100000000000,24.300000000000001,26.640000000000001,0.950617284000000,1.066066066000000,2,0.000000000000000,0.000000000000000,35293,9.6032286
41,626,12:20,5/25/2014 0:00:00,45.000000000000000,0.900000000000000,0.004050000000000,28.699999999999999,22.899999999999999,11.300000000000001,0.000000000000000,0.000000000000000,N/A, ,-8.170000000000000,-50.299999999999997,18.904573400000000,325.814300500000000,669.393859900000050,Elder,Flow source,941,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,5667.0000000,39.728971862800002,-123.614089476000000,447374.668999999990000,4397856.707800000000000,24.329999999999998,26.129999999999999,0.941224825000000,1.098354382000000,2,0.000000000000000,0.000000000000000,1021,27.3783836
42,627,12:44,5/25/2014 0:00:00,50.000000000000000,1.900000000000000,0.009500000000000,21.300000000000001,22.699999999999999,11.900000000000000,17.199999999999999,0.001634000000000,40, ,-8.260000000000000,-51.500000000000000,13.961543100000000,221.707427999999990,712.028381299999980,Elder,In channel,942,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,198627.0000000,39.730024131500002,-123.612579821000000,447504.840199999980000,4397972.609899999600000,24.809999999999999,26.770000000000000,0.914953648000000,0.795666791000000,11,0.000000000000000,0.000000000000000,198571,11.0368128
43,628,13:01,5/25/2014 0:00:00,10.000000000000000,0.400000000000000,0.000400000000000,28.600000000000001,23.000000000000000,12.000000000000000,0.000000000000000,0.000000000000000,3, ,0.000000000000000,0.000000000000000,35.374080700000000,263.166900600000020,720.311950700000010,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,375.0000000,39.730080440400002,-123.612403048999990,447520.031499999980000,4397978.755900000200000,24.570000000000000,27.620000000000001,0.936100936000000,1.035481535000000,7,0.000000000000000,0.000000000000000,61,39.4456787
44,629,13:32,5/25/2014 0:00:00,51.000000000000000,0.300000000000000,0.001530000000000,29.000000000000000,23.100000000000001,11.400000000000000,0.000000000000000,0.000000000000000,60, ,0.000000000000000,0.000000000000000,31.326604799999998,196.416824300000000,797.244506799999950,Elder,Flow source,944,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,116571.0000000,39.731114144800003,-123.611150231000000,447628.174899999980000,4398092.750099999800000,24.770000000000000,27.590000000000000,0.932579734000000,1.051105473000000,0,0.000000000000000,0.000000000000000,117539,25.6193047
45,630,13:52,5/25/2014 0:00:00,10.699999999999999,0.500000000000000,0.000535000000000,30.199999999999999,23.399999999999999,10.699999999999999,0.000000000000000,0.000000000000000,5, ,0.000000000000000,0.000000000000000,33.023559599999999,267.491607699999970,814.615173300000040,Elder,Flow source,0,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,183.0000000,39.731195173400003,-123.610744203000000,447663.030600000000000,4398101.506000000100000,24.300000000000001,27.820000000000000,0.962962963000000,1.085549964000000,7,0.000000000000000,0.000000000000000,25,37.8405151
46,631,14:07,5/25/2014 0:00:00,28.000000000000000,1.800000000000000,0.005040000000000,30.399999999999999,22.600000000000001,10.699999999999999,0.000000000000000,0.000000000000000,bedrock, ,0.000000000000000,0.000000000000000,32.886733999999997,287.442321800000000,830.681030299999970,Elder,Flow source,945,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,6192.0000000,39.731280349000002,-123.610439923000000,447689.169999999980000,4398110.781700000200000,24.600000000000001,27.620000000000001,0.918699187000000,1.100651702000000,2,0.000000000000000,0.000000000000000,5068,35.9310989
47,632,14:24,5/25/2014 0:00:00,35.000000000000000,0.800000000000000,0.002800000000000,29.600000000000001,23.800000000000001,10.699999999999999,0.000000000000000,0.000000000000000,20, ,0.000000000000000,0.000000000000000,34.969150499999998,213.473312400000000,857.926147499999960,Elder,Flow source,0,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,13.0000000,39.731514573100000,-123.610039438000000,447723.666199999980000,4398136.543700000300000,24.460000000000001,26.840000000000000,0.973017171000000,1.102831595000000,7,0.000000000000000,0.000000000000000,26,34.4006195
